Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,DriverRating,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,FraudFound
Dec,2,Tuesday,Toyota,1,Wednesday,Dec,3,0,Married,64,1,Sedan - Liability,2,1,3,6,0,0,2,1,1,1,0
Dec,2,Tuesday,Chevrolet,0,Wednesday,Dec,3,0,Married,39,1,Sedan - Liability,2,3,4,5,0,0,1,1,1,1,0
Nov,3,Friday,Honda,1,Wednesday,Dec,2,1,Single,32,0,Sport - Collision,5,3,1,4,1,0,4,1,1,1,0
Apr,1,Saturday,Mazda,1,Wednesday,Apr,1,0,Single,28,1,Sedan - Collision,2,3,1,4,0,0,4,1,1,1,0
Apr,4,Friday,Mazda,0,Thursday,May,2,0,Single,28,1,Sedan - All Perils,2,4,2,5,0,0,4,1,1,1,0
Apr,3,Thursday,Chevrolet,1,Friday,Apr,4,1,Single,28,1,Sedan - Liability,2,3,3,5,0,0,2,1,1,1,0
Apr,3,Thursday,Mazda,1,Wednesday,May,1,0,Single,18,1,Sedan - All Perils,5,1,4,2,0,0,3,1,1,1,0
Apr,3,Friday,Toyota,1,Wednesday,May,2,0,Married,41,0,Sedan - All Perils,2,4,1,5,0,0,4,4,2,1,0
Jun,2,Friday,Chevrolet,1,Friday,Jun,2,0,Married,40,1,Sedan - Liability,3,2,4,6,0,0,3,1,1,1,0
Jul,4,Thursday,Chevrolet,1,Wednesday,Oct,4,0,Married,37,1,Sedan - Liability,2,4,1,6,0,0,3,1,1,1,0
Oct,4,Saturday,Other,1,Thursday,Nov,2,0,Married,52,1,Utility - All Perils,5,3,1,6,0,0,2,1,1,1,0
Oct,2,Friday,Pontiac,1,Monday,Oct,3,0,Married,38,1,Sedan - Liability,2,2,2,5,0,0,4,1,1,1,0
Nov,3,Friday,Other,1,Friday,Dec,3,0,Married,74,1,Utility - All Perils,5,2,1,5,1,0,2,1,1,1,0
Aug,1,Friday,Pontiac,1,Tuesday,Aug,2,1,Single,31,1,Sedan - Liability,3,3,4,4,0,0,4,1,1,1,0
Aug,1,Wednesday,Other,1,Friday,Aug,3,0,Married,45,1,Sedan - Liability,2,3,3,5,0,0,2,1,1,1,0
Jul,5,Sunday,Honda,1,Tuesday,Aug,1,1,Married,29,1,Sedan - Liability,3,1,2,2,0,0,4,1,1,1,0
Jul,3,Saturday,Honda,0,Monday,Jul,3,0,Married,45,1,Sedan - Collision,2,3,2,5,0,0,4,3,1,1,0
May,3,Wednesday,Pontiac,0,Wednesday,May,3,1,Married,30,1,Sedan - All Perils,2,1,1,4,0,0,4,1,1,1,0
Apr,3,Saturday,Toyota,0,Thursday,Jun,4,1,Single,28,1,Sedan - All Perils,2,1,3,5,0,0,1,1,1,1,1
Apr,3,Sunday,Pontiac,1,Tuesday,Apr,3,0,Married,65,1,Sedan - All Perils,2,3,1,6,0,0,1,1,1,1,0
Apr,3,Saturday,Pontiac,1,Tuesday,Apr,3,0,Single,42,1,Sedan - Liability,3,2,2,5,0,0,1,1,3,1,0
Apr,2,Wednesday,Pontiac,1,Wednesday,Apr,3,1,Single,27,1,Sedan - Collision,2,2,2,4,0,0,2,2,1,1,0
Apr,1,Wednesday,Toyota,0,Wednesday,Apr,1,1,Single,46,1,Sedan - All Perils,2,3,1,5,0,0,4,1,1,1,0
Apr,1,Tuesday,Honda,1,Tuesday,Apr,3,0,Married,43,1,Sedan - All Perils,2,2,2,5,0,0,3,1,1,1,0
Nov,3,Wednesday,Pontiac,0,Tuesday,Nov,4,0,Married,40,1,Sedan - Collision,3,1,3,4,0,0,4,1,1,1,0
Nov,1,Saturday,Mazda,1,Monday,Nov,2,0,Married,43,1,Sedan - Collision,2,3,2,5,0,0,4,1,1,1,0
Apr,3,Saturday,Toyota,0,Tuesday,Apr,3,0,Married,37,0,Sedan - All Perils,2,3,2,3,0,0,1,1,1,1,0
Oct,4,Tuesday,Chevrolet,1,Wednesday,Oct,4,0,Single,34,1,Sedan - Liability,3,1,3,3,0,0,1,1,1,1,0
Oct,4,Sunday,Pontiac,1,Monday,Oct,4,0,Married,35,0,Sedan - Liability,2,3,3,4,0,0,1,4,2,1,0
Oct,2,Monday,Chevrolet,1,Tuesday,Oct,2,0,Single,32,1,Sedan - Collision,2,2,3,4,0,0,3,1,1,1,0
Oct,1,Wednesday,Toyota,1,Friday,Oct,2,0,Married,44,1,Sedan - Liability,2,2,3,5,0,0,1,1,1,1,0
Apr,3,Saturday,Other,0,Monday,May,1,0,Single,34,1,Sedan - Collision,2,4,3,4,0,0,1,1,1,1,1
Aug,4,Monday,Pontiac,1,Tuesday,Aug,4,0,Married,41,1,Sedan - Collision,2,4,3,5,0,0,1,1,1,1,0
Aug,4,Sunday,Mazda,1,Wednesday,Aug,4,0,Married,47,1,Sedan - Collision,3,2,3,6,0,0,1,1,1,1,0
Aug,2,Sunday,Pontiac,1,Friday,Aug,3,0,Married,26,1,Sedan - All Perils,2,2,1,4,0,0,4,1,1,1,0
Jul,3,Monday,Other,1,Wednesday,Jul,3,0,Married,43,1,Sedan - All Perils,2,3,1,6,0,0,1,1,1,1,0
Jul,3,Monday,Mazda,1,Monday,Jul,3,1,Married,28,1,Sedan - Collision,3,3,3,5,0,0,1,1,1,1,0
Jul,3,Thursday,Pontiac,1,Thursday,Jul,3,0,Single,27,1,Sedan - All Perils,2,2,1,4,0,0,1,1,1,1,0
Jul,1,Wednesday,Toyota,1,Monday,Jul,2,0,Single,40,1,Sedan - Collision,3,4,3,5,0,0,4,1,1,1,0
Jul,1,Monday,Honda,1,Wednesday,Jul,2,1,Married,42,0,Sport - Collision,5,4,1,5,0,0,1,1,1,1,0
Jul,1,Saturday,Other,1,Wednesday,Jul,1,0,Married,27,0,Sedan - Collision,5,4,1,4,0,0,1,1,1,1,0
Jul,1,Friday,Toyota,1,Wednesday,Jul,3,0,Married,42,1,Sedan - Liability,2,3,4,3,0,0,1,1,1,1,0
Apr,3,Sunday,Honda,1,Wednesday,Jun,4,0,Single,30,1,Sedan - Liability,2,4,1,4,0,0,1,1,1,1,0
Jun,2,Saturday,Mazda,1,Wednesday,Jun,4,0,Single,42,0,Sedan - Collision,2,2,3,5,0,0,4,1,1,1,0
Jun,2,Thursday,Mazda,1,Tuesday,Jun,3,0,Single,32,1,Sedan - All Perils,3,4,2,5,0,0,4,1,1,1,0
May,4,Sunday,Pontiac,1,Monday,May,4,0,Married,78,1,Sedan - Liability,2,2,2,5,0,0,3,1,1,1,0
May,1,Monday,Mazda,1,Monday,May,1,0,Married,44,0,Sedan - Collision,2,1,2,5,0,0,1,1,1,1,0
Apr,3,Sunday,Honda,1,Wednesday,Apr,3,0,Married,48,1,Sedan - Collision,2,4,2,6,0,0,1,1,1,1,1
Jan,3,Wednesday,Other,1,Wednesday,Jan,3,0,Single,52,1,Sedan - Collision,5,1,4,6,0,0,2,1,1,1,0
Nov,4,Wednesday,Honda,1,Wednesday,Nov,5,0,Married,44,0,Sedan - Collision,2,1,1,6,0,0,2,4,2,1,0
Mar,2,Friday,Pontiac,1,Thursday,Dec,3,0,Married,29,1,Sedan - Liability,2,4,3,4,0,0,2,1,1,1,0
Nov,1,Monday,Other,1,Wednesday,Nov,2,0,Married,41,1,Sedan - Liability,4,3,3,5,0,0,1,1,1,1,0
Oct,3,Friday,Other,1,Monday,Dec,2,0,Married,45,0,Utility - All Perils,5,4,1,6,0,0,2,1,1,1,0
Jul,1,Tuesday,Toyota,1,Wednesday,Jul,1,0,Single,28,1,Sedan - Liability,2,4,2,4,0,0,3,1,1,1,0
Jun,5,Thursday,Chevrolet,1,Friday,Jul,5,0,Single,33,1,Sedan - Collision,2,3,1,4,0,0,1,1,1,1,0
Jun,3,Thursday,Other,1,Friday,Aug,4,0,Single,65,1,Sedan - Liability,5,4,3,6,0,0,1,1,1,1,0
Mar,4,Tuesday,Toyota,1,Monday,Apr,2,0,Married,44,0,Sedan - All Perils,1,4,1,5,0,0,1,1,1,1,0
Mar,2,Saturday,Toyota,1,Monday,Mar,2,0,Married,53,1,Sedan - All Perils,5,3,1,6,0,0,3,1,1,1,0
Mar,1,Sunday,Chevrolet,1,Monday,Mar,1,0,Married,35,1,Sedan - Collision,5,1,2,5,0,0,2,1,1,1,0
Mar,3,Thursday,Mazda,1,Thursday,Apr,4,0,Married,28,0,Sedan - Collision,3,2,3,4,0,0,3,1,1,1,0
Mar,1,Wednesday,Honda,0,Wednesday,Mar,1,0,Single,16,1,Sport - Collision,5,4,1,1,0,0,1,1,1,1,0
Feb,4,Friday,Honda,1,Monday,Feb,5,0,Married,26,1,Sedan - Liability,2,4,4,5,0,0,4,1,3,1,0
Apr,3,Sunday,Mazda,1,Wednesday,Apr,3,0,Married,32,1,Sedan - Collision,3,2,3,4,0,0,4,1,1,1,1
Dec,2,Wednesday,Pontiac,1,Thursday,Dec,3,0,Married,63,1,Sedan - Liability,3,4,2,6,0,1,1,1,1,1,0
Dec,2,Wednesday,Chevrolet,1,Thursday,Dec,3,0,Married,47,1,Sedan - All Perils,5,4,1,6,0,0,2,1,1,1,0
Dec,1,Thursday,Pontiac,1,Wednesday,Dec,2,0,Married,41,1,Sedan - All Perils,2,2,2,5,0,0,1,1,1,1,0
Nov,5,Wednesday,Other,1,Thursday,Dec,1,0,Single,33,1,Sedan - Liability,5,4,4,5,0,0,4,3,1,1,0
Apr,3,Sunday,Pontiac,1,Thursday,May,3,1,Married,63,0,Sedan - All Perils,2,4,1,3,0,0,1,1,1,1,0
Dec,3,Wednesday,Mazda,1,Thursday,Dec,3,0,Single,36,1,Sedan - Liability,3,2,4,5,0,0,2,1,1,1,0
Dec,3,Saturday,Chevrolet,1,Monday,Dec,3,1,Married,46,0,Sedan - All Perils,5,1,3,5,0,0,4,4,2,1,0
Apr,3,Monday,Honda,1,Thursday,Apr,4,0,Married,37,1,Sedan - All Perils,3,1,3,6,0,0,4,1,1,1,1
Apr,3,Monday,Toyota,0,Thursday,Apr,4,0,Married,28,0,Sedan - All Perils,1,1,1,4,0,0,4,1,1,1,0
Aug,5,Tuesday,Chevrolet,1,Wednesday,Aug,5,0,Married,42,1,Sedan - Liability,3,2,3,6,0,0,4,1,1,1,0
Oct,1,Monday,Mazda,1,Wednesday,Oct,1,0,Married,50,1,Sedan - Liability,2,3,3,6,0,0,3,1,1,1,0
Oct,1,Tuesday,Toyota,1,Tuesday,Oct,1,0,Single,34,1,Sedan - Liability,5,3,3,4,0,0,1,1,1,1,0
Apr,3,Monday,Honda,1,Tuesday,Apr,3,0,Single,16,1,Sedan - Liability,5,4,4,1,0,0,1,1,1,1,1
Apr,3,Monday,Pontiac,0,Wednesday,May,1,0,Single,23,1,Sedan - Liability,2,1,2,3,0,0,2,1,1,1,0
Apr,3,Monday,Other,1,Thursday,Apr,4,0,Married,64,0,Sedan - Collision,3,1,2,6,0,0,4,1,1,1,0
Dec,2,Monday,Honda,1,Tuesday,Dec,2,0,Single,77,1,Sedan - Liability,2,2,4,6,0,0,1,1,1,1,0
Dec,2,Tuesday,Mazda,1,Tuesday,Dec,2,1,Single,32,1,Sedan - Liability,3,2,3,5,0,0,1,1,1,1,0
Dec,2,Sunday,Chevrolet,1,Wednesday,Dec,2,1,Married,35,1,Sedan - Collision,2,4,2,4,0,0,2,1,1,1,0
Apr,3,Monday,Honda,1,Wednesday,May,2,0,Married,30,1,Sport - Collision,5,4,1,4,0,0,1,1,1,1,1
Dec,1,Tuesday,Toyota,1,Wednesday,Dec,2,0,Married,36,0,Sedan - Collision,3,4,3,5,0,0,4,1,1,1,0
Oct,1,Monday,Chevrolet,1,Tuesday,Oct,1,0,Married,53,1,Sedan - All Perils,2,4,1,6,0,0,4,1,1,1,0
Sep,1,Sunday,Mazda,1,Tuesday,Sep,1,0,Single,31,0,Sedan - All Perils,2,3,1,4,0,0,1,1,1,1,0
Sep,1,Saturday,Toyota,1,Wednesday,Sep,2,1,Single,32,1,Sedan - Collision,2,4,3,3,0,0,2,1,1,1,0
Aug,5,Tuesday,Pontiac,1,Monday,Sep,1,0,Married,47,1,Sedan - All Perils,2,4,2,6,0,0,2,1,1,1,0
Apr,2,Monday,Toyota,1,Monday,May,1,0,Married,65,1,Sedan - Collision,2,4,3,6,0,0,1,1,1,1,0
Mar,1,Thursday,Chevrolet,1,Friday,Mar,1,0,Married,56,1,Sedan - Liability,5,3,1,6,0,0,4,1,1,1,0
Dec,3,Wednesday,Other,1,Saturday,Dec,3,0,Single,32,1,Sedan - All Perils,2,4,2,5,0,0,2,1,1,1,0
Dec,1,Tuesday,Honda,1,Friday,Dec,4,0,Married,35,0,Sedan - All Perils,2,2,3,4,0,0,1,4,2,1,0
Jan,2,Monday,Toyota,1,Wednesday,Feb,1,0,Single,23,1,Sedan - All Perils,2,3,2,3,0,0,1,1,1,1,0
Aug,2,Wednesday,Mazda,0,Wednesday,Mar,1,0,Single,27,1,Sport - Collision,5,3,3,5,0,0,1,1,1,1,0
Mar,1,Wednesday,Chevrolet,1,Friday,Mar,1,1,Married,46,1,Sedan - Liability,4,2,4,6,0,0,2,1,1,1,0
Feb,4,Friday,Chevrolet,1,Wednesday,Mar,1,0,Married,43,1,Sedan - Liability,4,1,4,5,0,0,2,1,1,1,0
Mar,2,Friday,Pontiac,1,Monday,Mar,5,0,Married,38,1,Sedan - All Perils,1,3,3,4,0,0,2,1,1,1,0
Apr,2,Monday,Toyota,1,Wednesday,Apr,3,0,Married,30,1,Sedan - Collision,2,3,3,5,0,0,1,1,1,1,0
Sep,5,Friday,Mazda,1,Monday,Oct,1,0,Married,30,0,Sedan - Liability,2,1,3,5,0,0,1,1,1,1,0
May,5,Saturday,Honda,1,Monday,May,5,0,Married,61,1,Sedan - Liability,2,4,4,6,0,0,4,1,1,1,0
Mar,2,Saturday,Toyota,1,Monday,Mar,3,0,Single,30,1,Sedan - Collision,2,3,2,5,0,0,1,1,1,1,0
Jul,1,Tuesday,Honda,1,Wednesday,Jul,1,0,Single,62,1,Sedan - Liability,4,3,3,6,0,0,1,1,1,1,0
Oct,5,Saturday,Mazda,0,Wednesday,Nov,3,0,Married,44,1,Sedan - Collision,3,4,1,5,0,0,1,1,3,1,0
Nov,2,Friday,Mazda,1,Friday,Nov,2,0,Married,32,1,Sedan - Collision,2,4,2,5,0,1,1,1,1,1,0
Apr,4,Tuesday,Other,1,Tuesday,Apr,4,1,Married,39,1,Sedan - Liability,5,1,3,5,0,0,1,1,1,1,0
May,2,Thursday,Pontiac,0,Tuesday,May,3,0,Married,27,1,Sedan - Liability,2,1,3,3,0,0,4,1,1,1,0
May,1,Friday,Pontiac,0,Friday,May,1,0,Married,64,0,Sedan - Collision,3,3,2,6,0,0,3,1,1,1,0
May,1,Tuesday,Pontiac,1,Wednesday,May,1,0,Married,52,1,Sedan - Liability,3,3,3,5,0,0,4,1,1,1,0
Apr,3,Wednesday,Pontiac,1,Thursday,May,2,0,Married,32,1,Sedan - All Perils,2,4,2,4,0,0,4,1,1,1,1
Jun,1,Thursday,Mazda,1,Friday,Jun,2,0,Married,64,1,Sedan - Collision,2,2,3,5,0,0,1,1,1,1,0
May,4,Tuesday,Toyota,0,Thursday,May,4,0,Married,60,1,Sedan - All Perils,2,2,1,6,0,0,1,1,1,1,0
Jun,3,Thursday,Chevrolet,0,Thursday,Jun,5,0,Married,34,0,Sedan - Collision,2,2,2,4,0,0,1,1,1,1,0
Jun,5,Tuesday,Mazda,1,Wednesday,Jun,5,0,Married,52,1,Sedan - Liability,2,2,4,6,0,0,3,2,2,1,0
Jul,5,Sunday,Mazda,1,Thursday,Aug,1,0,Married,56,1,Sedan - All Perils,2,3,1,6,0,0,4,1,1,1,0
Aug,5,Sunday,Honda,1,Thursday,Sep,1,0,Married,54,1,Sport - Collision,5,1,1,6,0,0,1,1,1,1,0
Aug,4,Saturday,Mazda,1,Tuesday,Aug,5,0,Married,41,1,Sedan - Liability,2,3,2,5,0,0,1,1,1,1,0
Aug,4,Thursday,Pontiac,1,Tuesday,Sep,1,0,Married,29,1,Sedan - Liability,2,1,4,5,0,0,4,1,1,1,0
Sep,4,Wednesday,Other,1,Wednesday,Sep,4,0,Married,42,0,Sedan - Liability,2,2,4,6,0,0,1,1,1,1,0
Sep,3,Sunday,Pontiac,1,Monday,Sep,3,0,Single,23,0,Sedan - All Perils,2,4,1,3,0,0,3,3,1,1,0
Apr,3,Wednesday,Pontiac,1,Monday,May,2,0,Married,37,1,Sedan - Collision,2,4,4,5,0,0,1,1,1,1,1
Oct,1,Sunday,Other,1,Wednesday,Oct,1,0,Married,66,1,Sedan - Liability,4,1,3,6,0,0,1,1,1,1,0
Oct,4,Saturday,Honda,0,Thursday,Oct,4,0,Married,28,0,Sedan - Collision,2,1,3,5,0,0,1,1,1,1,0
Nov,3,Wednesday,Other,1,Thursday,Nov,4,0,Married,46,0,Sedan - All Perils,2,2,1,6,0,0,2,1,1,1,0
May,3,Tuesday,Mazda,1,Tuesday,May,3,0,Married,27,1,Sedan - Collision,2,2,1,4,0,0,4,1,1,1,0
Jun,1,Tuesday,Pontiac,1,Tuesday,Jun,1,1,Single,36,1,Sedan - Collision,2,3,3,5,0,0,4,1,1,1,0
Sep,4,Friday,Toyota,1,Saturday,Sep,4,0,Married,76,1,Sedan - Collision,1,2,1,6,0,0,1,1,1,1,0
Aug,4,Monday,Toyota,1,Wednesday,Aug,4,0,Married,30,0,Sedan - Liability,3,2,2,4,0,0,4,1,1,1,0
May,1,Friday,Honda,1,Monday,May,2,0,Married,27,1,Sedan - Collision,2,3,1,4,0,0,2,1,1,1,0
Jul,3,Tuesday,Pontiac,1,Wednesday,Jul,3,0,Married,38,0,Sedan - Collision,2,1,1,5,0,0,2,1,1,1,0
Jul,2,Tuesday,Mazda,1,Wednesday,Jul,2,0,Married,71,0,Sedan - Collision,5,1,1,4,0,0,1,1,1,1,0
Sep,1,Saturday,Chevrolet,1,Tuesday,Sep,2,0,Single,29,1,Sedan - Collision,2,1,2,3,0,0,1,1,1,1,0
Aug,5,Tuesday,Mazda,1,Tuesday,Aug,5,0,Married,58,1,Sedan - Collision,2,1,2,6,0,0,1,1,1,1,0
Aug,5,Wednesday,Toyota,1,Thursday,Sep,1,1,Single,53,1,Sedan - Liability,2,1,3,6,0,0,1,1,1,1,0
Aug,3,Friday,Chevrolet,1,Monday,Sep,1,0,Married,27,1,Sedan - Liability,2,2,4,5,0,0,2,4,2,1,0
Dec,2,Saturday,Toyota,1,Wednesday,Dec,5,0,Single,37,1,Sedan - Liability,2,3,3,5,0,0,1,1,1,1,0
Nov,5,Tuesday,Honda,1,Tuesday,Nov,5,0,Married,45,1,Sedan - Liability,2,2,3,5,0,0,3,1,1,1,0
Aug,4,Friday,Toyota,1,Monday,Sep,2,0,Single,37,1,Sedan - Liability,3,2,3,5,0,0,4,1,1,1,0
Aug,3,Monday,Mazda,1,Wednesday,Sep,1,0,Married,30,0,Sedan - Collision,2,3,2,5,0,0,1,1,1,1,0
Sep,2,Tuesday,Other,1,Tuesday,Sep,2,0,Married,34,1,Sedan - Collision,2,3,3,4,0,0,4,1,1,1,0
Sep,3,Thursday,Mazda,1,Thursday,Sep,3,0,Single,23,1,Sedan - Collision,2,4,3,3,0,0,1,1,1,1,0
Apr,4,Thursday,Chevrolet,1,Friday,Jul,1,0,Married,29,1,Sedan - All Perils,3,1,4,5,0,0,1,1,1,1,1
Sep,5,Friday,Honda,1,Monday,Oct,1,0,Married,35,1,Sedan - Collision,2,2,1,4,0,0,1,1,1,1,0
Sep,4,Wednesday,Mazda,1,Thursday,Sep,5,1,Married,31,0,Sedan - All Perils,1,2,2,4,0,0,2,1,3,1,0
Sep,3,Friday,Pontiac,0,Friday,Sep,4,0,Married,42,1,Sedan - Liability,2,2,3,5,0,0,3,1,1,1,0
Dec,1,Sunday,Honda,1,Tuesday,Dec,1,0,Married,53,1,Sport - Collision,5,2,1,5,0,0,1,1,1,1,0
Apr,4,Friday,Toyota,1,Tuesday,Apr,4,0,Married,39,0,Sedan - All Perils,1,3,3,5,0,0,2,1,1,1,0
Oct,1,Thursday,Chevrolet,1,Friday,Oct,1,1,Married,47,1,Sedan - Liability,4,3,3,5,0,0,4,1,1,1,0
Sep,2,Friday,Pontiac,1,Monday,Sep,2,0,Married,63,1,Sedan - Collision,2,3,3,5,0,0,2,1,1,1,0
Sep,2,Friday,Mazda,1,Friday,Sep,2,1,Single,39,1,Sedan - Liability,2,1,4,5,0,0,3,1,1,1,0
Apr,4,Friday,Honda,1,Tuesday,Apr,4,0,Single,16,1,Sedan - All Perils,5,4,3,1,0,0,1,1,1,1,1
Sep,2,Thursday,Other,1,Monday,Sep,2,0,Married,71,1,Sedan - Liability,4,2,2,6,0,0,2,1,1,1,0
Sep,1,Wednesday,Mazda,1,Thursday,Sep,2,1,Single,44,0,Sedan - Liability,3,2,1,6,1,1,3,1,1,1,0
Apr,4,Friday,Honda,1,Tuesday,Apr,4,0,Single,16,1,Sedan - All Perils,5,2,1,1,0,0,1,1,1,1,1
Aug,2,Friday,Pontiac,1,Tuesday,Aug,4,0,Single,33,0,Sedan - Collision,2,1,3,4,0,0,1,4,2,1,0
May,3,Friday,Mazda,1,Wednesday,Sep,1,0,Married,52,1,Sedan - Liability,2,2,2,5,0,0,2,1,1,1,0
May,1,Wednesday,Chevrolet,1,Wednesday,May,1,0,Married,62,1,Sedan - Liability,2,2,3,4,0,0,1,1,1,1,0
Sep,3,Thursday,Honda,1,Wednesday,Sep,4,1,Single,40,0,Sedan - All Perils,3,1,3,5,0,0,4,1,1,1,0
Sep,3,Thursday,Honda,1,Thursday,Sep,3,0,Married,44,1,Sedan - Collision,2,1,3,6,0,0,1,1,1,1,0
Sep,2,Saturday,Pontiac,1,Monday,Sep,2,0,Married,41,1,Sedan - Liability,3,2,1,5,0,0,4,1,1,1,0
Jul,4,Tuesday,Mazda,1,Monday,Aug,1,0,Single,26,0,Sport - Collision,5,4,1,4,0,0,1,1,1,1,0
Apr,4,Friday,Pontiac,1,Friday,Jun,3,0,Single,25,1,Sedan - All Perils,2,4,1,2,0,0,1,1,1,1,1
Jun,4,Tuesday,Honda,1,Monday,Jul,3,1,Single,21,1,Sedan - All Perils,1,1,1,3,0,0,4,1,1,1,0
Feb,3,Friday,Mazda,1,Wednesday,Feb,4,0,Single,29,1,Sedan - Collision,2,1,4,4,0,0,1,1,1,1,0
Feb,3,Thursday,Pontiac,1,Friday,Mar,2,0,Single,33,1,Sedan - Collision,2,4,1,4,0,0,1,1,1,1,0
Jan,2,Sunday,Pontiac,1,Thursday,May,4,0,Married,32,1,Utility - All Perils,4,4,4,5,0,0,1,1,1,1,0
Jul,3,Monday,Pontiac,1,Monday,Jul,3,0,Married,44,1,Sedan - Collision,2,2,2,5,0,0,2,1,1,1,0
May,2,Sunday,Toyota,1,Monday,May,2,0,Married,55,1,Sedan - Liability,2,2,4,6,0,0,1,1,1,1,0
Apr,5,Sunday,Pontiac,1,Tuesday,May,1,0,Married,76,0,Sedan - Collision,2,3,1,6,0,0,1,3,1,1,0
Apr,4,Friday,Toyota,0,Tuesday,May,1,0,Married,73,0,Sedan - All Perils,2,3,1,6,0,0,3,1,1,1,0
Apr,5,Saturday,Mazda,1,Monday,May,2,0,Single,31,1,Sedan - All Perils,2,1,3,4,0,0,1,1,1,1,0
Apr,4,Thursday,Toyota,1,Monday,May,1,0,Married,33,0,Sedan - Collision,2,4,2,5,0,0,1,1,1,1,0
Apr,4,Saturday,Other,1,Tuesday,May,1,0,Single,32,1,Sedan - Collision,3,2,4,4,0,0,1,1,1,1,0
Apr,4,Sunday,Other,0,Wednesday,May,1,0,Married,35,1,Sedan - All Perils,3,1,1,5,0,0,1,1,1,1,0
Apr,4,Saturday,Chevrolet,1,Wednesday,Apr,4,0,Married,36,1,Sedan - Collision,3,1,4,5,0,0,4,4,2,1,0
Apr,3,Tuesday,Mazda,1,Tuesday,May,1,0,Married,53,1,Sedan - Collision,2,2,2,4,1,0,1,1,1,1,0
Dec,5,Wednesday,Pontiac,1,Monday,Jan,1,0,Married,49,1,Sedan - Collision,3,2,3,6,0,1,1,1,1,1,0
Dec,4,Friday,Chevrolet,1,Friday,Dec,4,0,Married,41,1,Utility - All Perils,5,1,3,5,0,0,1,1,1,1,0
Dec,4,Thursday,Honda,1,Wednesday,Dec,5,0,Married,33,0,Sedan - Liability,3,2,3,4,0,0,4,1,1,1,0
Dec,2,Tuesday,Pontiac,1,Tuesday,Dec,3,1,Single,30,0,Sedan - Collision,2,3,3,5,0,0,4,1,1,1,0
Dec,2,Monday,Mazda,1,Friday,Dec,4,0,Married,30,1,Sedan - Collision,3,2,1,4,0,0,1,1,1,1,0
Oct,3,Monday,Toyota,1,Monday,Oct,3,0,Married,34,1,Sedan - Collision,2,4,1,4,0,0,1,1,1,1,0
Sep,4,Monday,Toyota,1,Thursday,Sep,5,0,Married,46,1,Sedan - Collision,2,3,4,5,0,0,1,1,1,1,0
Sep,2,Wednesday,Honda,1,Monday,Sep,3,1,Other,46,1,Sedan - Liability,2,4,3,5,0,0,1,1,3,1,0
Sep,1,Tuesday,Mazda,1,Tuesday,Sep,1,1,Single,50,1,Sedan - Liability,2,3,3,5,0,0,4,1,1,1,0
Sep,1,Tuesday,Mazda,1,Thursday,Sep,3,0,Married,67,0,Sedan - All Perils,2,4,3,6,0,0,3,1,1,1,0
Apr,4,Saturday,Toyota,1,Friday,May,1,0,Married,34,1,Sedan - Collision,2,2,2,5,0,0,4,1,1,1,1
Aug,2,Sunday,Chevrolet,1,Monday,Aug,2,0,Married,47,1,Sedan - Collision,3,3,1,4,0,0,4,1,1,1,0
Jul,3,Saturday,Toyota,1,Monday,Jul,3,0,Married,41,1,Sedan - Collision,2,3,1,4,0,0,3,1,1,1,0
Jul,3,Thursday,Honda,1,Thursday,Jul,4,0,Single,30,0,Sedan - Collision,2,3,2,4,0,0,4,1,1,1,0
Jul,2,Thursday,Toyota,1,Wednesday,Jul,4,0,Married,61,1,Sedan - Collision,2,1,2,6,0,0,4,1,1,1,0
Jul,2,Thursday,Pontiac,1,Monday,Jul,3,0,Married,56,1,Sedan - Liability,3,3,4,6,0,0,1,1,1,1,0
Jun,2,Thursday,Pontiac,1,Monday,Jun,2,1,Single,45,1,Sedan - Liability,3,2,4,5,0,0,4,1,1,1,0
Jun,2,Wednesday,Toyota,1,Thursday,Jun,4,0,Married,47,1,Sedan - Collision,2,3,1,6,0,0,1,1,1,1,0
May,3,Thursday,Honda,1,Thursday,May,3,0,Single,16,1,Sedan - Liability,5,2,3,1,0,0,1,1,1,1,0
Apr,4,Saturday,Toyota,0,Tuesday,Apr,4,1,Single,34,1,Sedan - All Perils,2,1,2,4,0,0,3,4,2,1,1
Apr,5,Friday,Toyota,1,Wednesday,May,2,0,Married,28,1,Sedan - All Perils,5,2,2,5,0,0,4,1,1,1,0
Apr,3,Tuesday,Toyota,1,Wednesday,Apr,3,0,Married,60,1,Sedan - Liability,2,1,3,5,0,0,1,1,1,1,0
Apr,3,Wednesday,Honda,1,Wednesday,May,1,0,Married,49,0,Sport - Collision,5,1,1,6,0,0,1,1,1,1,0
Jun,4,Saturday,Toyota,1,Monday,Jun,4,0,Married,27,1,Sedan - Collision,2,3,2,4,0,0,4,1,1,1,0
Oct,2,Wednesday,Mazda,1,Wednesday,Oct,3,0,Married,27,1,Utility - All Perils,5,4,4,4,0,0,3,1,1,1,0
May,2,Saturday,Honda,0,Tuesday,May,2,0,Single,69,1,Sedan - All Perils,2,3,3,6,0,0,2,1,1,1,0
